heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119821.93966086827	0.1338327387407696	0.41949000000000003	0	
119643.97607114431	0.08831787789820095	0.40104000000000006	0	
119466.06349698747	0.08850902039931333	0.37727999999999995	0	
119288.20144586191	0.0891780191532066	0.36963	0	
119110.38999880209	0.08975144665654369	0.41553000000000007	0	
118932.62904567613	0.09042044541043696	0.48797999999999997	0	
118754.92000552356	0.08965587540598753	0.6087600000000001	0.0014414801499999998	
118577.26286340714	0.08889130540153804	0.62919	0.8054651924375001	
118399.65760439406	0.08812673539708861	0.63018	1.7336447229500003	
118222.10545598144	0.0861197391354087	0.61812	2.4678985676175	
118044.60630731643	0.08420831412428506	0.61479	2.755225999529375	
117867.24244003803	0	0.5946299999999999	2.7156108174300004	
117689.92960690627	0	0.6048000000000001	2.4791872921575004	
117512.66779323727	0	0.6138899999999999	1.8439902328043756	
117335.45698435059	0	0.63846	1.3286925145593755	
117158.29716557045	0	0.64791	0.24611515383	
116981.18832222479	0	0.72423	0	
116804.13043964667	0	0.76491	0	
116627.12350317337	0	0.6938999999999999	0	
116450.16749814399	0	0.6228899999999999	0	
116273.2624099051	0	0.57762	0	
116095.99117052795	0.4170532776626293	0.55827	0	
115919.09929175997	0.0887001629004257	0.4935600000000001	0	
115742.25917147247	0.08784002164542005	0.45899999999999996	0	
115742.25917147247	0.08784002164542005	0.42876	0	
