old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
194.07228261939676	106.01509660509271	458.4838926705804	0	758.5712718950699	
204.85407609825214	111.9048241942645	483.9552200411682	0	800.7141203336848	
211.59269702253673	115.5859039374969	499.87479964778555	0	827.0534006078192	
202.1586277285383	110.43239229697156	477.58738819852124	0	790.178408224031	
199.46317935882445	108.95996039967861	471.2195563558743	0	779.6426961143774	
287.0652513745244	156.8139970616996	487.1391359624917	0	931.0183843987156	
283.0220788199536	154.60534921576019	477.58738819852124	0	915.2148162342351	
253.37214675310133	138.40859834553768	598.5761932088134	0	990.3569383074524	
122.64290082197992	66.99565132682943	480.7713041198448	0	670.4098562686542	
76.82027853684454	41.96430907284919	372.51816279484655	0	491.3027504045403	
41.7794497305646	22.8226944080408	289.7363488404363	0	354.3384929790417	
17.520414403139995	9.570807332404208	232.4258622566137	0	259.5170839921579	
14.824966033426161	8.098375435111258	226.05803041396678	0	248.9813718825042	
18.86813858799689	10.307023281050668	235.6097781779371	0	264.7849400469847	
17.520414403139995	9.570807332404208	232.4258622566137	0	259.5170839921579	
20.21586277285383	11.043239229697157	238.79369409926062	0	270.0527961018116	
118.59972826740915	64.78700348089	280.1846010764658	0	463.57133282476497	
144.20648777969063	78.77510650517304	149.64404830220332	0	372.625642587067	
179.24731658597062	97.91672116998146	232.4258622566137	0	509.5899000125658	
203.50635191339524	111.16860824561805	289.7363488404363	0	604.4113089994496	
216.98359376196444	118.53076773208282	321.57550805367106	0	657.0898695477183	
231.80855979539058	126.62914316719406	356.5985831882292	0	715.0362861508138	
144.20648777969063	78.77510650517304	340.6790035816118	0	563.6605978664754	
121.29517663712298	66.25943537818294	286.5524329191128	0	474.1070449344187	
121.29517663712298	66.25943537818294	286.5524329191128	0	474.1070449344187	
