heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119839.02281848204	0.08690725471768349	0.53001	0	
119678.13594177566	0.04292153388401394	0.46809	0	
119517.29363789491	0.04464181639402511	0.43848000000000004	0	
119356.49713643978	0.04511967264680602	0.44082	0	
119195.74632865938	0.04569310015014312	0.46169999999999994	0	
119035.04129697829	0.046170956402924034	0.5681700000000001	0.124177310124375	
118874.38565993198	0.043017105134569994	0.702	1.1529372695343751	
118713.77949887949	0.039767682615659765	0.72	2.29212655375	
118553.22279958476	0.036518260096749536	0.7022700000000001	3.23144236636	
118392.71573895784	0.0330776950767269	0.65934	3.9367524144374992	
118232.25839828746	0.02954155880614812	0.63873	4.23482281599	
118071.87676868936	0	0.60912	4.428302552437501	
117911.54128681983	0	0.5632199999999999	4.169662067409375	
117751.25193940032	0	0.5094000000000001	3.6541491081374993	
117591.00871315667	0	0.48501000000000005	2.865078518149375	
117430.81159481894	0	0.48942	1.965265520879375	
117270.6605711195	0	0.48419999999999996	0.8474031958443751	
117110.55562879586	0	0.53928	0.027431789560000003	
116950.49675458738	0	0.6188400000000001	0	
116790.48393523948	0	0.57708	0	
116630.5171574999	0	0.52722	0	
116470.44938344584	0.14702467519692103	0.53946	0	
116310.53626180305	0.03842968510787318	0.50967	0	
116150.66819736973	0.039385397613435	0.51696	0	
116150.66819736973	0.039385397613435	0.5013	0	
