heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119810.0935800001	0.125709182443494	0.27468000000000004	0	
119620.24180310406	0.08086332035481847	0.27369	0	
119430.44465358835	0.08172346160982431	0.22859999999999997	0	
119240.70211573411	0.08143674785815576	0.22518	0	
119051.01417382993	0.08115003410648716	0.23103	0.13651023353750003	
118861.38081216486	0.08076774910426245	0.27054	0.626672063084375	
118671.80201503355	0.07751832658535221	0.46530000000000005	1.5253716088043754	
118482.27776673669	0.07426890406644213	0.504	2.4834544186375	
118292.80805157917	0.07101948154753175	0.46233	3.2449803983743752	
118103.39285386866	0.069585912789189	0.5389200000000001	3.745208230659376	
117914.0321579189	0.06815234403084625	0.52389	4.0778341312775	
117724.72594804782	0	0.50598	4.120153089990001	
117535.47420857707	0	0.5087700000000001	3.9671454685500005	
117346.27692383435	0	0.49671	3.549433938559999	
117157.13407815062	0	0.4968000000000001	3.0642936450775	
116968.04565586196	0	0.50895	2.1781886769743752	
116779.01164130867	0	0.57033	1.32234109952	
116590.03201883519	0	0.58635	0.4515918080000001	
116401.1067727916	0	0.55737	0.071199995	
116212.23588753212	0	0.42813	0	
116023.41934741428	0	0.37854000000000004	0	
115834.6571368021	0.33190848121613953	0.51426	0	
115645.94924006099	0.07637147157867787	0.46548000000000006	0	
115457.2956415643	0.07895189534369497	0.38592000000000004	0	
115457.2956415643	0.07895189534369497	0.34839000000000003	0	
