heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119806.65903251474	0.06107137216248696	0.04932000000000001	0	
119613.33278318476	0.10198456672773518	0.045	0	
119420.16414553672	0.0	0.00891	0	
119227.05108965235	0.0	-0.0022500000000000003	0	
119033.94831825755	0.04528128160495518	0.03483	0	
118840.88062789434	0.06576306276694162	0.11025000000000001	0	
118647.86906367645	0.06518963526360452	0.17478000000000002	0	
118454.91351388382	0.06471177901082363	0.20312999999999998	0.155806339334375	
118262.01405796963	0.06413835150748658	0.20133	1.12570148327	
118069.17182664874	0.062418068997475276	0.16785	1.7406877941775005	
117876.3868034552	0.06069778648746397	0.17415000000000003	2.1798161908443747	
117683.71794943232	0	0.17036999999999997	2.421815094809375	
117491.10453336779	0	0.15534000000000003	2.1174067034574997	
117298.5465393099	0	0.15084000000000003	1.8487216812193754	
117106.04395131115	0	0.16281	1.2507313692343751	
116913.59675343009	0	0.17559000000000002	0.41856258688000003	
116721.2049297276	0	0.21716999999999997	0	
116528.86846427154	0	0.33003	0	
116336.5873411335	0	0.23642999999999997	0	
116144.36154438835	0	0.23454	0	
115952.1910581179	0	0.17892	0	
115759.57245938588	0.5034070204352563	0.15534000000000003	0	
115567.41147117558	0.10121999672328555	0.12482999999999998	0	
115375.30567922	0.10131556797384186	0.10583999999999999	0	
115375.30567922	0.10131556797384186	0.03114	0	
