old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
283.0220788199536	154.60534921576019	668.6223434779298	116.60000000000001	989.6497715136437	
289.7606997442382	158.28642895899256	668.5528712967691	116.60000000000001	1000	
296.49932066852284	161.96750870222496	700.4615026911645	233.20000000000002	925.7283320619122	
304.58566577766436	166.38480439410384	719.5649982191054	466.40000000000003	724.1354683908735	
311.324286701949	170.0658841373362	735.4845778257228	1166.0	50.874748665008156	
377.36277175993814	206.1404656210136	700.4615026911645	1166.0	117.96474007211623	
353.10373643251353	192.888578545377	643.151016107342	1166.0	23.143331085232603	
332.8878736596597	181.84533931567984	595.3922772874898	1110.1254902628293	0	
311.324286701949	170.0658841373362	544.4496225463143	1025.8397933855995	0	
284.36980300481054	155.3415651644067	480.77130411984473	920.482672289062	0	
256.0675951228152	139.88103024283063	413.9090697720518	809.8576951376976	0	
229.11311142567672	125.15671126990111	350.23075134558223	704.50057404116	0	
206.20180028310907	112.641040142911	296.1041806830832	614.9470211091033	0	
194.07228261939673	106.0150966050927	267.44893739117185	567.5363166156612	0	
198.11545517396752	108.22374445103213	277.0006851551423	583.339884780142	0	
203.50635191339524	111.16860824561805	289.7363488404363	604.4113089994496	0	
215.6358695771075	117.79455178343633	318.3915921323475	651.8220134928913	0	
243.93807745910289	133.25508670501236	385.25382648014056	762.4469906442558	0	
266.84938860167057	145.77075783200246	439.3803971426396	852.0005435763126	0	
280.3266304502398	153.13291731846724	471.2195563558743	904.6791041245813	0	
292.45614811395205	159.7588608562855	499.87479964778555	952.0898086180232	0	
314.0197350716628	171.53831603462916	550.8174543889612	1036.375505495253	0	
264.1539402319567	144.2983259347095	624.0475205794012	1032.4997867460675	0	
299.19476903823664	163.4399405995179	706.8293345338114	1166.0	3.4640441715660018	
299.19476903823664	163.4399405995179	706.8293345338114	1166.0	3.4640441715660018	
